month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,cpc,cr,roi
April,2,camp 2,Medium,240 x 400,Forbes,28532,12.0469,668,25.8437,8,547.2576,2.34,0.02,1.2,114.53
April,2,camp 2,Medium,240 x 400,CNBC,172704,47.6149,2199,85.0746,21,1179.8776,1.27,0.02,0.95,78.67
April,2,camp 2,Low,300 x 250,Morning Brew,11302,1.4426,62,2.3986,0,0.0,0.55,0.02,0.0,66.27
April,2,camp 2,Low,300 x 250,Buzzfeed,5093,3.0733,111,4.2943,1,236.4494,2.18,0.03,0.9,39.73
April,2,camp 2,Low,300 x 250,CNBC,73880,6.8814,400,15.4752,2,172.0206,0.54,0.02,0.5,124.88
April,2,camp 2,Medium,300 x 250,Morning Brew,36384,12.8919,424,16.4038,8,671.5113,1.17,0.03,1.89,27.24
April,2,camp 2,Medium,300 x 250,Buzzfeed,39240,24.1564,1663,64.3384,12,1950.9304,4.24,0.01,0.72,166.34
April,2,camp 2,Medium,300 x 250,Forbes,1033,0.5741,7,0.2708,2,124.0086,0.68,0.08,28.57,-52.83
April,2,camp 2,Medium,300 x 250,CNBC,248532,56.5878,2876,111.2696,36,1878.5456,1.16,0.02,1.25,96.63
April,2,camp 2,Low,468 x 60,Morning Brew,444,0.0319,2,0.0773,0,0.0,0.45,0.02,0.0,142.32
April,2,camp 2,Low,468 x 60,CNBC,712,0.0303,2,0.0773,0,0.0,0.28,0.02,0.0,155.12
April,2,camp 2,Medium,468 x 60,Morning Brew,1242,0.174,8,0.3095,0,0.0,0.64,0.02,0.0,77.87
April,2,camp 2,Medium,468 x 60,CNBC,2585,0.2532,30,1.1606,0,0.0,1.16,0.01,0.0,358.37
April,2,camp 2,Low,580 x 400,CNBC,13697,2.5313,300,11.6064,3,279.6255,2.19,0.01,1.0,358.52
April,2,camp 2,Medium,580 x 400,CNBC,45561,20.2326,1991,77.0282,29,1374.6566,4.37,0.01,1.46,280.71
April,2,camp 2,Low,670 x 90,Morning Brew,446,0.0748,3,0.116,0,0.0,0.67,0.02,0.0,55.08
April,2,camp 2,Low,670 x 90,Buzzfeed,272,0.1769,4,0.1547,0,0.0,1.47,0.04,0.0,-12.55
April,2,camp 2,Low,670 x 90,Forbes,26,0.018,1,0.0386,0,0.0,3.85,0.02,0.0,114.44
April,2,camp 2,Low,670 x 90,CNBC,4372,0.2837,40,1.5475,0,0.0,0.91,0.01,0.0,445.47
April,2,camp 2,Medium,670 x 90,Morning Brew,3268,1.3351,52,2.0117,0,0.0,1.59,0.03,0.0,50.68
April,2,camp 2,Medium,670 x 90,Buzzfeed,5673,4.1819,86,3.3271,1,16.7004,1.52,0.05,1.16,-20.44
April,2,camp 2,Medium,670 x 90,Forbes,307,0.2131,3,0.116,0,0.0,0.98,0.07,0.0,-45.57
April,2,camp 2,Medium,670 x 90,CNBC,18579,3.4554,199,7.6989,5,327.6117,1.07,0.02,2.51,122.81
April,2,camp 2,Low,728 x 90,Morning Brew,12623,1.8648,83,3.2111,0,0.0,0.66,0.02,0.0,72.2
April,2,camp 2,Low,728 x 90,Buzzfeed,3252,3.2628,56,2.1665,0,0.0,1.72,0.06,0.0,-33.6
April,2,camp 2,Low,728 x 90,Forbes,1101,0.4937,21,0.8124,1,73.946,1.91,0.02,4.76,64.55
April,2,camp 2,Low,728 x 90,CNBC,97508,7.1139,639,24.7217,4,455.2184,0.66,0.01,0.63,247.51
April,2,camp 2,Medium,728 x 90,Morning Brew,59161,17.8118,733,28.3584,13,836.4004,1.24,0.02,1.77,59.21
April,2,camp 2,Medium,728 x 90,Buzzfeed,53181,57.6423,1275,49.3276,51,4480.7984,2.4,0.05,4.0,-14.42
April,2,camp 2,Medium,728 x 90,Forbes,10428,4.6824,182,7.0412,3,89.1505,1.75,0.03,1.65,50.38
April,2,camp 2,Medium,728 x 90,CNBC,345652,62.9539,5001,193.4801,92,5268.1471,1.45,0.01,1.84,207.34
April,2,camp 3,High,160 x 600,Morning Brew,2087,0.484,4,0.2063,0,0.0,0.19,0.12,0.0,-57.38
April,2,camp 3,High,160 x 600,CNBC,20878,4.5295,59,3.0434,1,150.6132,0.28,0.08,1.69,-32.81
April,2,camp 3,Low,160 x 600,Morning Brew,10818,0.5722,28,1.4443,0,0.0,0.26,0.02,0.0,152.41
April,2,camp 3,Low,160 x 600,CNBC,41904,2.1724,128,6.6027,0,0.0,0.31,0.02,0.0,203.94
April,2,camp 3,Medium,160 x 600,Morning Brew,15075,1.2937,45,2.3212,0,0.0,0.3,0.03,0.0,79.42
April,2,camp 3,Medium,160 x 600,CNBC,87612,8.9646,423,21.8201,2,78.9755,0.48,0.02,0.47,143.4
April,2,camp 3,High,240 x 400,Morning Brew,6106,1.3503,7,0.361,0,0.0,0.11,0.19,0.0,-73.27
April,2,camp 3,High,240 x 400,Buzzfeed,7386,5.8918,70,3.6108,7,1798.2409,0.95,0.08,10.0,-38.71
April,2,camp 3,High,240 x 400,Forbes,5732,2.4656,23,1.1864,1,15.7847,0.4,0.11,4.35,-51.88
April,2,camp 3,High,240 x 400,CNBC,23775,7.2244,46,2.3728,7,795.1716,0.19,0.16,15.22,-67.16
April,2,camp 3,Low,240 x 400,Morning Brew,7880,0.6932,20,1.0316,0,0.0,0.25,0.03,0.0,48.82
April,2,camp 3,Low,240 x 400,Buzzfeed,3527,2.2091,20,1.0316,0,0.0,0.57,0.11,0.0,-53.3
April,2,camp 3,Low,240 x 400,Forbes,750,0.3028,12,0.619,0,0.0,1.6,0.03,0.0,104.43
April,2,camp 3,Low,240 x 400,CNBC,25367,0.6779,24,1.238,0,0.0,0.09,0.03,0.0,82.62
April,2,camp 3,Medium,240 x 400,Morning Brew,22544,2.5777,106,5.4673,1,43.816,0.47,0.02,0.94,112.1
April,2,camp 3,Medium,240 x 400,Buzzfeed,16101,11.4173,268,13.8245,3,816.7081,1.66,0.04,1.12,21.08
April,2,camp 3,Medium,240 x 400,Forbes,6042,2.5462,57,2.9403,1,47.1738,0.94,0.04,1.75,15.48
April,2,camp 3,Medium,240 x 400,CNBC,57613,3.7999,190,9.801,1,257.6892,0.33,0.02,0.53,157.93
April,2,camp 3,High,300 x 250,Morning Brew,4660,1.536,17,0.8769,1,122.4997,0.36,0.09,5.88,-42.91
April,2,camp 3,High,300 x 250,Buzzfeed,1428,0.8523,21,1.0832,1,50.1915,1.47,0.04,4.76,27.09
April,2,camp 3,High,300 x 250,CNBC,29493,7.7584,109,5.6226,8,364.2366,0.37,0.07,7.34,-27.53
April,2,camp 3,Low,300 x 250,Morning Brew,14942,1.0693,57,2.9403,0,0.0,0.38,0.02,0.0,174.97
April,2,camp 3,Low,300 x 250,Buzzfeed,1004,0.5262,16,0.8253,0,0.0,1.59,0.03,0.0,56.84
April,2,camp 3,Low,300 x 250,CNBC,60076,2.1283,116,5.9837,1,67.7043,0.19,0.02,0.86,181.15
April,2,camp 3,Medium,300 x 250,Morning Brew,24063,3.2141,155,7.9955,0,0.0,0.64,0.02,0.0,148.76
April,2,camp 3,Medium,300 x 250,Buzzfeed,3215,1.7313,100,5.1584,6,404.5884,3.11,0.02,6.0,197.95
April,2,camp 3,Medium,300 x 250,Forbes,36,0.0146,1,0.0515,0,0.0,2.78,0.01,0.0,252.74
April,2,camp 3,Medium,300 x 250,CNBC,111305,8.1166,394,20.3242,1,18.3897,0.35,0.02,0.25,150.4
April,2,camp 3,Low,468 x 60,Morning Brew,410,0.0145,1,0.0515,0,0.0,0.24,0.01,0.0,255.17
April,2,camp 3,Medium,468 x 60,Morning Brew,603,0.0409,2,0.1031,0,0.0,0.33,0.02,0.0,152.08
April,2,camp 3,High,580 x 400,CNBC,6774,2.9994,60,3.095,4,1872.3933,0.89,0.05,6.67,3.19
April,2,camp 3,Low,580 x 400,CNBC,10622,0.7727,69,3.5593,0,0.0,0.65,0.01,0.0,360.63
April,2,camp 3,Medium,580 x 400,CNBC,22101,2.9882,260,13.4119,0,0.0,1.18,0.01,0.0,348.83
April,2,camp 3,High,670 x 90,Morning Brew,381,0.1343,1,0.0515,1,47.1867,0.26,0.13,100.0,-61.65
April,2,camp 3,High,670 x 90,Buzzfeed,139,0.0807,1,0.0515,0,0.0,0.72,0.08,0.0,-36.18
April,2,camp 3,High,670 x 90,CNBC,1812,0.3542,2,0.1031,0,0.0,0.11,0.18,0.0,-70.89
April,2,camp 3,Low,670 x 90,Morning Brew,365,0.0384,2,0.1031,0,0.0,0.55,0.02,0.0,168.49
April,2,camp 3,Low,670 x 90,CNBC,2929,0.0559,7,0.361,0,0.0,0.24,0.01,0.0,545.8
April,2,camp 3,Medium,670 x 90,Morning Brew,2123,0.2978,8,0.4126,0,0.0,0.38,0.04,0.0,38.55
April,2,camp 3,Medium,670 x 90,CNBC,7066,0.2777,8,0.4126,0,0.0,0.11,0.03,0.0,48.58
April,2,camp 3,High,728 x 90,Morning Brew,7195,1.9523,19,0.9801,7,496.1247,0.26,0.1,36.84,-49.8
April,2,camp 3,High,728 x 90,Buzzfeed,1282,1.2833,13,0.6705,1,19.7696,1.01,0.1,7.69,-47.75
April,2,camp 3,High,728 x 90,Forbes,1732,0.7641,5,0.2579,0,0.0,0.29,0.15,0.0,-66.25
April,2,camp 3,High,728 x 90,CNBC,33656,7.0117,81,4.1783,4,120.5266,0.24,0.09,4.94,-40.41
April,2,camp 3,Low,728 x 90,Morning Brew,14646,1.5838,53,2.7339,0,0.0,0.36,0.03,0.0,72.62
April,2,camp 3,Low,728 x 90,Buzzfeed,484,0.4663,2,0.1031,0,0.0,0.41,0.23,0.0,-77.89
April,2,camp 3,Low,728 x 90,Forbes,126,0.0437,1,0.0515,0,0.0,0.79,0.04,0.0,17.85
April,2,camp 3,Low,728 x 90,CNBC,84823,2.8693,257,13.2571,0,0.0,0.3,0.01,0.0,362.03
April,2,camp 3,Medium,728 x 90,Morning Brew,32835,4.4763,202,10.42,1,92.9548,0.62,0.02,0.5,132.78
April,2,camp 3,Medium,728 x 90,Buzzfeed,2012,1.7225,19,0.9801,1,300.7363,0.94,0.09,5.26,-43.1
April,2,camp 3,Medium,728 x 90,Forbes,1783,0.6901,17,0.8769,0,0.0,0.95,0.04,0.0,27.07
April,2,camp 3,Medium,728 x 90,CNBC,167883,10.3721,622,32.0854,2,116.4644,0.37,0.02,0.32,209.34
April,3,camp 1,High,160 x 600,Morning Brew,17827,23.7138,175,31.6025,22,1201.0775,0.98,0.14,12.57,33.27
April,3,camp 1,High,160 x 600,Buzzfeed,16053,29.1636,151,27.2643,51,2611.986,0.94,0.19,33.77,-6.51
April,3,camp 1,High,160 x 600,CNBC,172430,205.8287,1573,284.0246,732,29422.6545,0.91,0.13,46.54,37.99
April,3,camp 1,Low,160 x 600,CNBC,2095,0.3741,5,0.9027,0,0.0,0.24,0.07,0.0,141.3
April,3,camp 1,Medium,160 x 600,Morning Brew,2163,1.1582,5,0.9027,0,0.0,0.23,0.23,0.0,-22.06
April,3,camp 1,Medium,160 x 600,Buzzfeed,655,1.081,3,0.5416,0,0.0,0.46,0.36,0.0,-49.9
April,3,camp 1,Medium,160 x 600,CNBC,19820,8.4902,142,25.6414,12,993.1305,0.72,0.06,8.45,202.01
April,3,camp 1,High,240 x 400,Morning Brew,53913,49.3065,342,61.7566,99,5344.1679,0.63,0.14,28.95,25.25
April,3,camp 1,High,240 x 400,Buzzfeed,333623,312.8761,8761,1581.9103,2733,131937.9849,2.63,0.04,31.2,405.6
April,3,camp 1,High,240 x 400,Forbes,62618,29.3397,657,118.6262,221,11749.0646,1.05,0.04,33.64,304.32
April,3,camp 1,High,240 x 400,CNBC,212061,368.1842,1887,340.7221,634,28092.8276,0.89,0.2,33.6,-7.46
April,3,camp 1,Low,240 x 400,Morning Brew,514,0.0675,4,0.7221,0,0.0,0.78,0.02,0.0,969.78
April,3,camp 1,Low,240 x 400,Buzzfeed,1185,0.977,25,4.5136,1,95.4309,2.11,0.04,4.0,361.99
April,3,camp 1,Low,240 x 400,Forbes,334,0.1515,4,0.7221,2,992.3784,1.2,0.04,50.0,376.63
April,3,camp 1,Low,240 x 400,CNBC,1611,0.335,4,0.7221,0,0.0,0.25,0.08,0.0,115.55
April,3,camp 1,Medium,240 x 400,Morning Brew,5453,2.1649,13,2.3481,1,15.8303,0.24,0.17,7.69,8.46
April,3,camp 1,Medium,240 x 400,Buzzfeed,20019,18.0738,516,93.1745,79,4559.3101,2.58,0.04,15.31,415.52
April,3,camp 1,Medium,240 x 400,Forbes,4542,2.0907,34,6.1385,2,321.873,0.75,0.06,5.88,193.61
April,3,camp 1,Medium,240 x 400,CNBC,16844,11.3903,95,17.1527,18,958.9188,0.56,0.12,18.95,50.59
April,3,camp 1,High,300 x 250,Morning Brew,42481,48.5126,203,36.6578,149,8534.6273,0.48,0.24,73.4,-24.44
April,3,camp 1,High,300 x 250,Buzzfeed,74006,49.3001,1434,258.9199,436,20309.1481,1.94,0.03,30.4,425.19
April,3,camp 1,High,300 x 250,Forbes,5102,2.8086,31,5.5979,9,365.735,0.61,0.09,29.03,99.31
April,3,camp 1,High,300 x 250,CNBC,261339,316.6436,2066,373.0398,937,51768.126,0.79,0.15,45.35,17.81
April,3,camp 1,Low,300 x 250,Morning Brew,431,0.1194,1,0.1805,1,63.9516,0.23,0.12,100.0,51.17
April,3,camp 1,Low,300 x 250,Buzzfeed,212,0.1217,9,1.6249,0,0.0,4.25,0.01,0.0,1235.17
April,3,camp 1,Medium,300 x 250,Morning Brew,4525,3.5218,18,3.2498,5,567.6721,0.4,0.2,27.78,-7.72
April,3,camp 1,Medium,300 x 250,Buzzfeed,4083,2.524,94,16.9722,6,291.8944,2.3,0.03,6.38,572.43
April,3,camp 1,Medium,300 x 250,Forbes,288,0.1709,3,0.5416,0,0.0,1.04,0.06,0.0,216.91
April,3,camp 1,Medium,300 x 250,CNBC,27107,14.0987,125,22.5701,21,1444.4008,0.46,0.11,16.8,60.09
April,3,camp 1,High,468 x 60,Morning Brew,1416,0.8165,7,1.2638,1,284.5517,0.49,0.12,14.29,54.78
April,3,camp 1,High,468 x 60,Buzzfeed,420,0.1625,2,0.361,0,0.0,0.48,0.08,0.0,122.15
April,3,camp 1,High,580 x 400,CNBC,48940,124.9583,1027,185.4371,507,22253.6558,2.1,0.12,49.37,48.4
April,3,camp 1,Low,580 x 400,CNBC,361,0.1044,8,1.4443,0,0.0,2.22,0.01,0.0,1283.43
April,3,camp 1,Medium,580 x 400,CNBC,4116,4.2848,103,18.5961,17,1035.7994,2.5,0.04,16.5,334.0
April,3,camp 1,High,670 x 90,Morning Brew,4979,9.994,55,9.9309,17,917.4051,1.1,0.18,30.91,-0.63
April,3,camp 1,High,670 x 90,Buzzfeed,17957,14.4412,154,27.8049,57,3320.1255,0.86,0.09,37.01,92.54
April,3,camp 1,High,670 x 90,Forbes,205,0.1408,8,1.4443,0,0.0,3.9,0.02,0.0,925.78
April,3,camp 1,High,670 x 90,CNBC,18365,27.2151,167,30.153,59,3982.5388,0.91,0.16,35.33,10.8
April,3,camp 1,Medium,670 x 90,Morning Brew,611,0.4639,5,0.9027,0,0.0,0.82,0.09,0.0,94.59
April,3,camp 1,Medium,670 x 90,Buzzfeed,1232,0.8553,10,1.8054,4,200.4823,0.81,0.09,40.0,111.08
April,3,camp 1,Medium,670 x 90,CNBC,1943,0.7424,8,1.4443,7,395.948,0.41,0.09,87.5,94.54
April,3,camp 1,High,728 x 90,Morning Brew,72625,90.0158,500,90.2885,120,7347.3762,0.69,0.18,24.0,0.3
April,3,camp 1,High,728 x 90,Buzzfeed,236270,307.3453,3291,594.2538,1267,55019.7363,1.39,0.09,38.5,93.35
April,3,camp 1,High,728 x 90,Forbes,27144,12.3166,249,44.9587,120,6059.9945,0.92,0.05,48.19,265.03
April,3,camp 1,High,728 x 90,CNBC,392763,372.3133,2500,451.4089,1137,70543.0369,0.64,0.15,45.48,21.24
April,3,camp 1,Low,728 x 90,Morning Brew,730,0.1459,2,0.361,0,0.0,0.27,0.07,0.0,147.43
April,3,camp 1,Low,728 x 90,Buzzfeed,398,0.4687,4,0.7221,0,0.0,1.01,0.12,0.0,54.06
April,3,camp 1,Low,728 x 90,CNBC,4288,0.6614,15,2.7081,0,0.0,0.35,0.04,0.0,309.45
April,3,camp 1,Medium,728 x 90,Morning Brew,7158,4.4345,36,6.4996,5,240.2022,0.5,0.12,13.89,46.57
April,3,camp 1,Medium,728 x 90,Buzzfeed,11779,14.3316,161,29.0708,19,1858.2109,1.37,0.09,11.8,102.84
April,3,camp 1,Medium,728 x 90,Forbes,2260,1.0041,16,2.8887,0,0.0,0.71,0.06,0.0,187.69
April,3,camp 1,Medium,728 x 90,CNBC,42421,18.7414,235,42.4352,23,2601.384,0.55,0.08,9.79,126.42
April,3,camp 1,High,800 x 250,CNBC,10,0.0929,2,0.361,0,0.0,20.0,0.05,0.0,288.59
April,3,camp 2,Low,160 x 600,Morning Brew,7662,0.7137,42,1.6249,3,323.2916,0.55,0.02,7.14,127.67
April,3,camp 2,Low,160 x 600,Buzzfeed,207,0.271,1,0.0386,0,0.0,0.48,0.27,0.0,-85.76
April,3,camp 2,Low,160 x 600,CNBC,78978,9.6791,456,17.6422,3,91.7449,0.58,0.02,0.66,82.27
April,3,camp 2,Medium,160 x 600,Morning Brew,22953,5.2407,219,8.4733,0,0.0,0.95,0.02,0.0,61.68
April,3,camp 2,Medium,160 x 600,Buzzfeed,3652,5.4987,112,4.3335,2,104.4042,3.07,0.05,1.79,-21.19
April,3,camp 2,Medium,160 x 600,CNBC,257764,64.4121,4884,188.9615,34,4299.6099,1.89,0.01,0.7,193.36
April,3,camp 2,Low,240 x 400,Morning Brew,15585,2.1009,69,2.6697,0,0.0,0.44,0.03,0.0,27.07
April,3,camp 2,Low,240 x 400,Buzzfeed,27470,21.9056,645,24.9569,15,758.6647,2.35,0.03,2.33,13.93
April,3,camp 2,Low,240 x 400,Forbes,5962,2.538,69,2.6699,0,0.0,1.16,0.04,0.0,5.2
April,3,camp 2,Low,240 x 400,CNBC,60974,7.3234,284,10.9883,5,95.9673,0.47,0.03,1.76,50.04
April,3,camp 2,Medium,240 x 400,Morning Brew,74984,17.447,976,37.7625,17,1092.7151,1.3,0.02,1.74,116.44
April,3,camp 2,Medium,240 x 400,Buzzfeed,222625,195.3052,10721,414.815,185,15447.893,4.82,0.02,1.73,112.39
April,3,camp 2,Medium,240 x 400,Forbes,40330,17.6279,950,36.7546,20,1500.6223,2.36,0.02,2.11,108.5
April,3,camp 2,Medium,240 x 400,CNBC,242913,73.8687,3040,117.6196,35,2826.908,1.25,0.02,1.15,59.23
April,3,camp 2,Low,300 x 250,Morning Brew,13041,2.045,84,3.2498,0,0.0,0.64,0.02,0.0,58.91
April,3,camp 2,Low,300 x 250,Buzzfeed,7598,4.6563,162,6.2696,0,0.0,2.13,0.03,0.0,34.65
April,3,camp 2,Low,300 x 250,Forbes,83,0.0483,1,0.0386,0,0.0,1.2,0.05,0.0,-20.08
April,3,camp 2,Low,300 x 250,CNBC,96244,10.2464,491,18.9967,3,223.6411,0.51,0.02,0.61,85.4
April,3,camp 2,Medium,300 x 250,Morning Brew,42391,16.831,470,18.1854,14,928.0248,1.11,0.04,2.98,8.05
April,3,camp 2,Medium,300 x 250,Buzzfeed,52502,32.9236,2139,82.7587,20,994.9486,4.07,0.02,0.94,151.37
April,3,camp 2,Medium,300 x 250,Forbes,1288,0.7347,12,0.4642,5,513.4441,0.93,0.06,41.67,-36.82
April,3,camp 2,Medium,300 x 250,CNBC,314843,79.7769,3664,141.7611,56,4239.0336,1.16,0.02,1.53,77.7
April,3,camp 2,Low,468 x 60,Morning Brew,479,0.0486,1,0.0386,0,0.0,0.21,0.05,0.0,-20.58
April,3,camp 2,Low,468 x 60,CNBC,1034,0.0369,1,0.0386,0,0.0,0.1,0.04,0.0,4.61
April,3,camp 2,Medium,468 x 60,Morning Brew,1777,0.329,9,0.3484,0,0.0,0.51,0.04,0.0,5.9
April,3,camp 2,Medium,468 x 60,Buzzfeed,146,0.0564,2,0.0773,0,0.0,1.37,0.03,0.0,37.06
April,3,camp 2,Medium,468 x 60,CNBC,3812,0.3952,35,1.354,1,42.5054,0.92,0.01,2.86,242.61
April,3,camp 2,Low,580 x 400,CNBC,17622,3.7959,312,12.0709,1,46.1171,1.77,0.01,0.32,218.0
April,3,camp 2,Medium,580 x 400,CNBC,56328,28.5111,2315,89.5676,33,2125.8539,4.11,0.01,1.43,214.15
April,3,camp 2,Low,670 x 90,Morning Brew,800,0.1713,4,0.1547,0,0.0,0.5,0.04,0.0,-9.69
April,3,camp 2,Low,670 x 90,Forbes,35,0.0246,1,0.0386,0,0.0,2.86,0.02,0.0,56.91
April,3,camp 2,Low,670 x 90,CNBC,6566,0.4625,32,1.238,0,0.0,0.49,0.01,0.0,167.68
April,3,camp 2,Medium,670 x 90,Morning Brew,4906,2.1853,63,2.4375,2,220.0783,1.28,0.03,3.17,11.54
April,3,camp 2,Medium,670 x 90,Buzzfeed,7209,5.6953,107,4.14,3,531.1423,1.48,0.05,2.8,-27.31
April,3,camp 2,Medium,670 x 90,Forbes,338,0.2248,21,0.8124,0,0.0,6.21,0.01,0.0,261.39
April,3,camp 2,Medium,670 x 90,CNBC,24897,4.983,325,12.5743,3,249.8357,1.31,0.02,0.92,152.34
April,3,camp 2,Low,728 x 90,Morning Brew,16590,2.7389,104,4.0242,1,30.2849,0.63,0.03,0.96,46.93
April,3,camp 2,Low,728 x 90,Buzzfeed,5902,6.1121,103,3.9855,2,94.776,1.75,0.06,1.94,-34.79
April,3,camp 2,Low,728 x 90,Forbes,1960,0.8959,31,1.2002,0,0.0,1.58,0.03,0.0,33.97
April,3,camp 2,Low,728 x 90,CNBC,120254,9.3858,660,25.5359,7,360.7537,0.55,0.01,1.06,172.07
April,3,camp 2,Medium,728 x 90,Morning Brew,74171,24.6846,884,34.2027,14,1201.1733,1.19,0.03,1.58,38.56
April,3,camp 2,Medium,728 x 90,Buzzfeed,77402,86.0796,1775,68.6794,50,3334.1989,2.29,0.05,2.82,-20.21
April,3,camp 2,Medium,728 x 90,Forbes,15366,7.2697,282,10.9124,5,482.0716,1.84,0.03,1.77,50.11
April,3,camp 2,Medium,728 x 90,CNBC,432697,85.426,5634,217.9851,72,4437.7681,1.3,0.02,1.28,155.17
April,3,camp 3,High,160 x 600,Morning Brew,2126,0.5039,2,0.1031,2,107.0244,0.09,0.25,100.0,-79.54
April,3,camp 3,High,160 x 600,CNBC,21278,4.5165,54,2.7858,5,417.451,0.25,0.08,9.26,-38.32
April,3,camp 3,Low,160 x 600,Morning Brew,10225,0.5635,21,1.0826,0,0.0,0.21,0.03,0.0,92.12
April,3,camp 3,Low,160 x 600,CNBC,42716,2.0779,121,6.2419,1,78.5407,0.28,0.02,0.83,200.39
April,3,camp 3,Medium,160 x 600,Morning Brew,14635,1.2489,30,1.5478,1,29.1506,0.2,0.04,3.33,23.93
April,3,camp 3,Medium,160 x 600,CNBC,88948,8.6151,397,20.4792,1,80.4338,0.45,0.02,0.25,137.71
April,3,camp 3,High,240 x 400,Morning Brew,6855,1.528,14,0.7221,5,140.4639,0.2,0.11,35.71,-52.74
April,3,camp 3,High,240 x 400,Buzzfeed,7735,6.474,69,3.5596,6,793.367,0.89,0.09,8.7,-45.02
April,3,camp 3,High,240 x 400,Forbes,6503,2.9007,32,1.6524,2,194.8993,0.49,0.09,6.25,-43.03
April,3,camp 3,High,240 x 400,CNBC,24627,7.3901,41,2.1149,12,292.4957,0.17,0.18,29.27,-71.38
April,3,camp 3,Low,240 x 400,Morning Brew,9104,0.7301,24,1.238,0,0.0,0.26,0.03,0.0,69.57
April,3,camp 3,Low,240 x 400,Buzzfeed,3086,2.0467,26,1.3411,0,0.0,0.84,0.08,0.0,-34.48
April,3,camp 3,Low,240 x 400,Forbes,899,0.4156,18,0.9285,0,0.0,2.0,0.02,0.0,123.41
April,3,camp 3,Low,240 x 400,CNBC,25613,0.6212,21,1.0832,0,0.0,0.08,0.03,0.0,74.37
April,3,camp 3,Medium,240 x 400,Morning Brew,24637,2.6849,109,5.625,2,51.8638,0.44,0.02,1.83,109.51
April,3,camp 3,Medium,240 x 400,Buzzfeed,14292,10.9602,253,13.0514,5,361.2609,1.77,0.04,1.98,19.08
April,3,camp 3,Medium,240 x 400,Forbes,6762,3.1124,129,6.6555,1,34.3482,1.91,0.02,0.78,113.84
April,3,camp 3,Medium,240 x 400,CNBC,57513,3.5204,170,8.7696,0,0.0,0.3,0.02,0.0,149.11
April,3,camp 3,High,300 x 250,Morning Brew,4550,1.5234,10,0.5164,0,0.0,0.22,0.15,0.0,-66.1
April,3,camp 3,High,300 x 250,Buzzfeed,1463,0.8756,16,0.8253,1,176.4182,1.09,0.05,6.25,-5.74
April,3,camp 3,High,300 x 250,Forbes,201,0.1235,3,0.1547,0,0.0,1.49,0.04,0.0,25.26
April,3,camp 3,High,300 x 250,CNBC,30303,7.9791,102,5.2615,10,506.4673,0.34,0.08,9.8,-34.06
April,3,camp 3,Low,300 x 250,Morning Brew,16597,1.0537,67,3.4564,0,0.0,0.4,0.02,0.0,228.03
April,3,camp 3,Low,300 x 250,Buzzfeed,915,0.4929,17,0.8769,0,0.0,1.86,0.03,0.0,77.91
April,3,camp 3,Low,300 x 250,CNBC,59998,2.025,134,6.9128,0,0.0,0.22,0.02,0.0,241.37
April,3,camp 3,Medium,300 x 250,Morning Brew,24679,2.9493,125,6.4483,1,73.8075,0.51,0.02,0.8,118.64
April,3,camp 3,Medium,300 x 250,Buzzfeed,3309,1.7903,94,4.8498,0,0.0,2.84,0.02,0.0,170.89
April,3,camp 3,Medium,300 x 250,CNBC,109957,7.8777,465,23.989,10,402.2419,0.42,0.02,2.15,204.52
April,3,camp 3,Low,468 x 60,Morning Brew,300,0.0158,2,0.1031,0,0.0,0.67,0.01,0.0,552.53
April,3,camp 3,Medium,468 x 60,Morning Brew,477,0.0473,2,0.1031,0,0.0,0.42,0.02,0.0,117.97
April,3,camp 3,Medium,468 x 60,CNBC,815,0.0115,1,0.0515,0,0.0,0.12,0.01,0.0,347.83
April,3,camp 3,High,580 x 400,CNBC,6705,2.946,29,1.4962,6,825.5617,0.43,0.1,20.69,-49.21
April,3,camp 3,Low,580 x 400,CNBC,9954,0.7109,52,2.6826,0,0.0,0.52,0.01,0.0,277.35
April,3,camp 3,Medium,580 x 400,CNBC,20679,2.7033,237,12.226,0,0.0,1.15,0.01,0.0,352.26
April,3,camp 3,High,670 x 90,Morning Brew,427,0.1471,1,0.0515,0,0.0,0.23,0.15,0.0,-64.99
April,3,camp 3,High,670 x 90,Buzzfeed,109,0.0667,2,0.1031,0,0.0,1.83,0.03,0.0,54.57
April,3,camp 3,High,670 x 90,Forbes,40,0.0255,1,0.0515,0,0.0,2.5,0.03,0.0,101.96
April,3,camp 3,High,670 x 90,CNBC,1743,0.2834,1,0.0515,0,0.0,0.06,0.28,0.0,-81.83
April,3,camp 3,Low,670 x 90,Morning Brew,421,0.0433,5,0.2579,0,0.0,1.19,0.01,0.0,495.61
April,3,camp 3,Low,670 x 90,CNBC,3010,0.0606,11,0.5674,0,0.0,0.37,0.01,0.0,836.3
April,3,camp 3,Medium,670 x 90,Morning Brew,2183,0.3141,15,0.7737,0,0.0,0.69,0.02,0.0,146.32
April,3,camp 3,Medium,670 x 90,CNBC,7046,0.2671,26,1.3411,0,0.0,0.37,0.01,0.0,402.1
April,3,camp 3,High,728 x 90,Morning Brew,7411,2.2358,15,0.7759,1,96.6286,0.2,0.15,6.67,-65.3
April,3,camp 3,High,728 x 90,Buzzfeed,1431,1.5107,8,0.4126,2,96.5141,0.56,0.19,25.0,-72.69
